level,metric_name,dataset,split,label,mean,None
image-level,MSE,mvtec_capsule+pill,test,1,0.0005867086908547208,0
image-level,MSE,mvtec_capsule_0.02+pill_0.02,test,0,0.0005871326110209338,0
image-level,MSE,mvtec_capsule_0.02+pill_0.02,test,1,0.0005913374402443879,0
image-level,MSE,mvtec_capsule_0.02+pill_0.02,val,1,0.0006149244089610874,0
image-level,MSE,mvtec_capsule+pill,val,1,0.0006169565845630131,0
image-level,MSE,mvtec_capsule_0.02+pill_0.02,val,0,0.0006229857677826658,0
image-level,MSE,mvtec_capsule+pill,val,0,0.0006241523728240282,0
image-level,MSE,mvtec_capsule_0.02+pill_0.02,train,0,0.0006548559690127149,0
image-level,MSE,lg_PCBNG_0.01_M,val,0,0.0007702799630351365,0
image-level,MSE,mvtec_capsule+pill+bottle,test,1,0.000817533990368247,0
image-level,MSE,mvtec_capsule+pill+bottle,val,1,0.0008339312877506018,0
image-level,MSE,mvtec_capsule+pill+bottle,test,0,0.0009096152777783573,0
image-level,MSE,mvtec_capsule+pill+bottle,train,0,0.0009168847136897966,0
image-level,MSE,mvtec_capsule+pill+bottle,val,0,0.0009664889525156468,0
image-level,MSE,lg_PCBNG_0.01_M,val,1,0.001142109432723373,0
image-level,MSE,lg_PCBNG_0.01,train,0,0.0013464338844642043,0
image-level,MSE,lg_PCBNG,train,0,0.0014429077287204564,0
image-level,MSE,lg_PCBNG_0.1,train,0,0.0014606269595678896,0
image-level,MSE,lg_PCBNG_0.01_M,test,0,0.001535616616019979,0
image-level,MSE,lg_PCBNG,test,1,0.001553327159723267,0
image-level,MSE,lg_PCBNG_0.01,test,1,0.0015534242819994688,0
image-level,MSE,lg_PCBNG_0.1,test,1,0.0015536483936011791,0
image-level,MSE,lg_PCBNG_0.01_M,test,1,0.001559159060008824,0
image-level,MSE,lg_PCBNG_0.1,test,0,0.0015598998011555523,0
image-level,MSE,lg_PCBNG_0.01,test,0,0.0015599792744033039,0
image-level,MSE,lg_PCBNG_0.01,val,0,0.0015609450493939221,0
image-level,MSE,lg_PCBNG_0.1,val,0,0.0015610357478726656,0
image-level,MSE,lg_PCBNG,val,0,0.0015614626803435385,0
image-level,MSE,lg_PCBNG,test,0,0.0015694067557342351,0
image-level,MSE,lg_PCBNG_0.01_M,train,0,0.0017347000539302826,0
image-level,MSE,lg_PCBNG,val,1,0.0017908344529569149,0
image-level,MSE,lg_PCBNG_0.1,val,1,0.0017951853210106492,0
image-level,MSE,lg_PCBNG_0.01,val,1,0.0017975686492864042,0
patch-level,MSE,lg_PCBNG_0.01_M,val,1,0.00508299775980413,0
patch-level,MSE,lg_PCBNG_0.01_M,val,0,0.005680023970082403,0
patch-level,MSE,lg_PCBNG_0.01,train,0,0.006054730849340558,0
patch-level,MSE,mvtec_capsule,val,0,0.006156165030784905,0
patch-level,MSE,lg_PCBNG,test,1,0.0061610700311139225,0
patch-level,MSE,mvtec_capsule_0.02,test,1,0.006166329042054713,0
patch-level,MSE,mvtec_capsule,test,0,0.006167735759634524,0
patch-level,MSE,lg_PCBNG_0.1,test,1,0.006173357950523496,0
patch-level,MSE,mvtec_capsule,test,1,0.00617947081848979,0
patch-level,MSE,lg_PCBNG_0.01,test,1,0.006187044941820204,0
patch-level,MSE,lg_PCBNG_0.01_M,test,1,0.006189494596794248,0
patch-level,MSE,mvtec_capsule,val,1,0.006224032703321427,0
patch-level,MSE,mvtec_capsule_0.02,val,1,0.006228187778033316,0
patch-level,MSE,mvtec_capsule_0.02,train,0,0.006237260271795094,0
patch-level,MSE,mvtec_capsule,train,0,0.006250210873316973,0
patch-level,MSE,mvtec_capsule_0.02,val,0,0.006266256709117442,0
patch-level,MSE,mvtec_capsule_0.02,test,0,0.006276445931755006,0
patch-level,MSE,lg_PCBNG_0.1,train,0,0.0064750211592763665,0
patch-level,MSE,lg_PCBNG,train,0,0.006594182891771197,0
patch-level,MSE,lg_PCBNG_0.1,val,1,0.006704103043302894,0
patch-level,MSE,lg_PCBNG_0.01,val,1,0.006719135905615985,0
patch-level,MSE,lg_PCBNG,val,1,0.006738548716530204,0
patch-level,MSE,lg_PCBNG_0.1,test,0,0.0068406361630186435,0
patch-level,MSE,lg_PCBNG,test,0,0.006855126767419279,0
patch-level,MSE,lg_PCBNG_0.01,test,0,0.0068570098485797645,0
patch-level,MSE,mvtec_capsule_0.02+pill_0.02,val,0,0.006886153162457049,0
patch-level,MSE,mvtec_capsule+pill,val,0,0.0069362578680738805,0
patch-level,MSE,lg_PCBNG_0.01_M,test,0,0.0069461071034893395,0
patch-level,MSE,mvtec_capsule+pill,test,0,0.006986909781582653,0
patch-level,MSE,mvtec_capsule_0.02+pill_0.02,train,0,0.006986961797811091,0
patch-level,MSE,mvtec_capsule_0.02+pill_0.02,test,0,0.00700415510404855,0
patch-level,MSE,mvtec_capsule+pill,train,0,0.007041592965833843,0
patch-level,MSE,mvtec_capsule+pill,test,1,0.007044170507229865,0
patch-level,MSE,mvtec_capsule_0.02+pill_0.02,val,1,0.0070633508898317815,0
patch-level,MSE,mvtec_capsule_0.02+pill_0.02,test,1,0.007072157984599471,0
patch-level,MSE,lg_PCBNG,val,0,0.007134126423858106,0
patch-level,MSE,lg_PCBNG_0.1,val,0,0.007157515315338969,0
patch-level,MSE,mvtec_capsule+pill,val,1,0.007158491689711809,0
patch-level,MSE,lg_PCBNG_0.01,val,0,0.007186966985464096,0
patch-level,MSE,lg_PCBNG_0.01_M,train,0,0.007926940928213298,0
patch-level,MSE,mvtec_capsule+pill+bottle,test,1,0.007939016915857793,0
patch-level,MSE,mvtec_capsule+pill+bottle,val,1,0.00797198573499918,0
patch-level,MSE,mvtec_capsule+pill+bottle,test,0,0.008325707503594458,0
patch-level,MSE,mvtec_capsule+pill+bottle,train,0,0.0083755110129714,0
patch-level,MSE,mvtec_capsule+pill+bottle,val,0,0.008477321611717343,0
